freq : 83.33 MHz
SWR : 2.18
 Theta 	 Phi 	 Gain(dB) 	 Gain 
145 	 170 	 2.41   	 1.74
150 	 170 	 1.48   	 1.41
155 	 170 	 0.35   	 1.08
160 	 170 	 -1.26   	 0.75
165 	 170 	 -3.30   	 0.47
170 	 170 	 -6.31   	 0.23
175 	 170 	 -12.01   	 0.06
180 	 170 	 -47.41   	 0.00
0 	 175 	 -47.41   	 0.00
5 	 175 	 -12.32   	 0.06
10 	 175 	 -6.48   	 0.22
15 	 175 	 -3.43   	 0.45
20 	 175 	 -1.37   	 0.73
25 	 175 	 0.27   	 1.06
30 	 175 	 1.43   	 1.39
35 	 175 	 2.41   	 1.74
40 	 175 	 2.81   	 1.91
45 	 175 	 2.18   	 1.65
50 	 175 	 0.05   	 1.01
55 	 175 	 -4.43   	 0.36
60 	 175 	 -8.08   	 0.16
65 	 175 	 -3.95   	 0.40
70 	 175 	 -3.12   	 0.49
75 	 175 	 -3.72   	 0.42
80 	 175 	 -3.42   	 0.45
85 	 175 	 -0.83   	 0.83
90 	 175 	 0.33   	 1.08
95 	 175 	 -0.82   	 0.83
100 	 175 	 -3.40   	 0.46
105 	 175 	 -3.70   	 0.43
110 	 175 	 -3.10   	 0.49
115 	 175 	 -3.91   	 0.41
120 	 175 	 -7.98   	 0.16
125 	 175 	 -4.39   	 0.36
130 	 175 	 0.07   	 1.02
135 	 175 	 2.20   	 1.66
140 	 175 	 2.83   	 1.92
145 	 175 	 2.44   	 1.75
150 	 175 	 1.48   	 1.41
155 	 175 	 0.33   	 1.08
160 	 175 	 -1.29   	 0.74
165 	 175 	 -3.33   	 0.46
170 	 175 	 -6.33   	 0.23
175 	 175 	 -12.02   	 0.06
180 	 175 	 -47.41   	 0.00
0 	 180 	 -47.41   	 0.00
5 	 180 	 -12.32   	 0.06
10 	 180 	 -6.49   	 0.22
15 	 180 	 -3.44   	 0.45
20 	 180 	 -1.39   	 0.73
25 	 180 	 0.25   	 1.06
30 	 180 	 1.43   	 1.39
35 	 180 	 2.40   	 1.74
40 	 180 	 2.81   	 1.91
45 	 180 	 2.19   	 1.66
50 	 180 	 0.03   	 1.01
55 	 180 	 -4.57   	 0.35
60 	 180 	 -8.28   	 0.15
65 	 180 	 -3.86   	 0.41
70 	 180 	 -3.02   	 0.50
75 	 180 	 -3.68   	 0.43
80 	 180 	 -3.46   	 0.45
85 	 180 	 -0.84   	 0.82
90 	 180 	 0.35   	 1.08
95 	 180 	 -0.83   	 0.83
100 	 180 	 -3.45   	 0.45
105 	 180 	 -3.68   	 0.43
110 	 180 	 -3.02   	 0.50
115 	 180 	 -3.85   	 0.41
120 	 180 	 -8.18   	 0.15
125 	 180 	 -4.50   	 0.35
130 	 180 	 0.07   	 1.02
135 	 180 	 2.22   	 1.67
140 	 180 	 2.85   	 1.93
145 	 180 	 2.45   	 1.76
150 	 180 	 1.48   	 1.41
155 	 180 	 0.32   	 1.08
160 	 180 	 -1.30   	 0.74
165 	 180 	 -3.34   	 0.46
170 	 180 	 -6.34   	 0.23
175 	 180 	 -12.03   	 0.06
180 	 180 	 -47.41   	 0.00
0 	 185 	 -47.41   	 0.00
5 	 185 	 -12.31   	 0.06
10 	 185 	 -6.48   	 0.22
15 	 185 	 -3.43   	 0.45
20 	 185 	 -1.37   	 0.73
25 	 185 	 0.26   	 1.06
30 	 185 	 1.43   	 1.39
35 	 185 	 2.40   	 1.74
40 	 185 	 2.80   	 1.91
45 	 185 	 2.17   	 1.65
50 	 185 	 0.04   	 1.01
55 	 185 	 -4.45   	 0.36
60 	 185 	 -8.06   	 0.16
65 	 185 	 -3.92   	 0.41
70 	 185 	 -3.10   	 0.49
75 	 185 	 -3.70   	 0.43
80 	 185 	 -3.41   	 0.46
85 	 185 	 -0.83   	 0.83
90 	 185 	 0.33   	 1.08
95 	 185 	 -0.82   	 0.83
100 	 185 	 -3.41   	 0.46
105 	 185 	 -3.71   	 0.43
110 	 185 	 -3.12   	 0.49
115 	 185 	 -3.94   	 0.40
120 	 185 	 -8.00   	 0.16
125 	 185 	 -4.37   	 0.37
130 	 185 	 0.09   	 1.02
135 	 185 	 2.21   	 1.66
140 	 185 	 2.84   	 1.92
145 	 185 	 2.44   	 1.75
150 	 185 	 1.48   	 1.41
155 	 185 	 0.33   	 1.08
160 	 185 	 -1.29   	 0.74
165 	 185 	 -3.33   	 0.46
170 	 185 	 -6.34   	 0.23
175 	 185 	 -12.03   	 0.06
180 	 185 	 -47.41   	 0.00
0 	 190 	 -47.41   	 0.00
5 	 190 	 -12.29   	 0.06
10 	 190 	 -6.45   	 0.23
15 	 190 	 -3.39   	 0.46
20 	 190 	 -1.33   	 0.74
25 	 190 	 0.30   	 1.07
30 	 190 	 1.44   	 1.39
35 	 190 	 2.38   	 1.73
40 	 190 	 2.76   	 1.89
45 	 190 	 2.14   	 1.64
50 	 190 	 0.08   	 1.02
55 	 190 	 -4.09   	 0.39
60 	 190 	 -7.49   	 0.18
65 	 190 	 -4.13   	 0.39
70 	 190 	 -3.35   	 0.46
75 	 190 	 -3.76   	 0.42
80 	 190 	 -3.26   	 0.47
85 	 190 	 -0.81   	 0.83
90 	 190 	 0.29   	 1.07
95 	 190 	 -0.81   	 0.83
100 	 190 	 -3.27   	 0.47
105 	 190 	 -3.80   	 0.42
110 	 190 	 -3.38   	 0.46
115 	 190 	 -4.17   	 0.38
120 	 190 	 -7.45   	 0.18
125 	 190 	 -4.01   	 0.40
130 	 190 	 0.13   	 1.03
135 	 190 	 2.18   	 1.65
140 	 190 	 2.80   	 1.91
145 	 190 	 2.43   	 1.75
150 	 190 	 1.49   	 1.41
155 	 190 	 0.36   	 1.09
160 	 190 	 -1.26   	 0.75
165 	 190 	 -3.30   	 0.47
170 	 190 	 -6.32   	 0.23
175 	 190 	 -12.02   	 0.06
180 	 190 	 -47.41   	 0.00
0 	 195 	 -47.41   	 0.00
5 	 195 	 -12.25   	 0.06
10 	 195 	 -6.41   	 0.23
15 	 195 	 -3.34   	 0.46
20 	 195 	 -1.27   	 0.75
25 	 195 	 0.35   	 1.08
30 	 195 	 1.46   	 1.40
35 	 195 	 2.36   	 1.72
40 	 195 	 2.71   	 1.87
45 	 195 	 2.09   	 1.62
50 	 195 	 0.15   	 1.04
55 	 195 	 -3.56   	 0.44
60 	 195 	 -6.67   	 0.22
65 	 195 	 -4.46   	 0.36
70 	 195 	 -3.72   	 0.42
75 	 195 	 -3.83   	 0.41
80 	 195 	 -3.02   	 0.50
85 	 195 	 -0.78   	 0.84
90 	 195 	 0.21   	 1.05
95 	 195 	 -0.78   	 0.84
100 	 195 	 -3.05   	 0.50
105 	 195 	 -3.88   	 0.41
110 	 195 	 -3.77   	 0.42
115 	 195 	 -4.50   	 0.35
120 	 195 	 -6.65   	 0.22
125 	 195 	 -3.51   	 0.45
130 	 195 	 0.19   	 1.04
135 	 195 	 2.13   	 1.63
140 	 195 	 2.74   	 1.88
145 	 195 	 2.40   	 1.74
150 	 195 	 1.51   	 1.42
155 	 195 	 0.40   	 1.10
160 	 195 	 -1.21   	 0.76
165 	 195 	 -3.26   	 0.47
170 	 195 	 -6.29   	 0.23
175 	 195 	 -12.00   	 0.06
180 	 195 	 -47.41   	 0.00
0 	 200 	 -47.41   	 0.00
5 	 200 	 -12.21   	 0.06
10 	 200 	 -6.35   	 0.23
15 	 200 	 -3.27   	 0.47
20 	 200 	 -1.19   	 0.76
25 	 200 	 0.41   	 1.10
30 	 200 	 1.49   	 1.41
35 	 200 	 2.33   	 1.71
40 	 200 	 2.63   	 1.83
45 	 200 	 2.03   	 1.60
50 	 200 	 0.24   	 1.06
55 	 200 	 -2.94   	 0.51
60 	 200 	 -5.72   	 0.27
65 	 200 	 -4.80   	 0.33
70 	 200 	 -4.15   	 0.38
75 	 200 	 -3.86   	 0.41
80 	 200 	 -2.73   	 0.53
85 	 200 	 -0.74   	 0.84
90 	 200 	 0.11   	 1.03
95 	 200 	 -0.75   	 0.84
100 	 200 	 -2.76   	 0.53
105 	 200 	 -3.92   	 0.41
110 	 200 	 -4.21   	 0.38
115 	 200 	 -4.84   	 0.33
120 	 200 	 -5.72   	 0.27
125 	 200 	 -2.92   	 0.51
130 	 200 	 0.27   	 1.06
135 	 200 	 2.05   	 1.60
140 	 200 	 2.66   	 1.85
145 	 200 	 2.36   	 1.72
150 	 200 	 1.52   	 1.42
155 	 200 	 0.45   	 1.11
160 	 200 	 -1.15   	 0.77
165 	 200 	 -3.20   	 0.48
170 	 200 	 -6.25   	 0.24
175 	 200 	 -11.97   	 0.06
180 	 200 	 -47.41   	 0.00
0 	 205 	 -47.41   	 0.00
5 	 205 	 -12.15   	 0.06
10 	 205 	 -6.29   	 0.23
15 	 205 	 -3.19   	 0.48
20 	 205 	 -1.11   	 0.77
25 	 205 	 0.48   	 1.12
30 	 205 	 1.51   	 1.42
35 	 205 	 2.29   	 1.69
40 	 205 	 2.54   	 1.79
45 	 205 	 1.95   	 1.57
50 	 205 	 0.34   	 1.08
55 	 205 	 -2.30   	 0.59
60 	 205 	 -4.72   	 0.34
65 	 205 	 -5.04   	 0.31
70 	 205 	 -4.48   	 0.36
75 	 205 	 -3.78   	 0.42
80 	 205 	 -2.39   	 0.58
85 	 205 	 -0.71   	 0.85
90 	 205 	 -0.02   	 1.00
95 	 205 	 -0.72   	 0.85
100 	 205 	 -2.41   	 0.57
105 	 205 	 -3.83   	 0.41
110 	 205 	 -4.54   	 0.35
115 	 205 	 -5.09   	 0.31
120 	 205 	 -4.75   	 0.33
125 	 205 	 -2.31   	 0.59
130 	 205 	 0.35   	 1.08
135 	 205 	 1.96   	 1.57
140 	 205 	 2.55   	 1.80
145 	 205 	 2.30   	 1.70
150 	 205 	 1.53   	 1.42
155 	 205 	 0.50   	 1.12
160 	 205 	 -1.08   	 0.78
165 	 205 	 -3.14   	 0.49
170 	 205 	 -6.20   	 0.24
175 	 205 	 -11.93   	 0.06
180 	 205 	 -47.41   	 0.00
0 	 210 	 -47.41   	 0.00
5 	 210 	 -12.09   	 0.06
10 	 210 	 -6.22   	 0.24
15 	 210 	 -3.11   	 0.49
20 	 210 	 -1.02   	 0.79
25 	 210 	 0.54   	 1.13
30 	 210 	 1.53   	 1.42
35 	 210 	 2.23   	 1.67
40 	 210 	 2.43   	 1.75
45 	 210 	 1.86   	 1.53
50 	 210 	 0.45   	 1.11
55 	 210 	 -1.69   	 0.68
60 	 210 	 -3.74   	 0.42
65 	 210 	 -5.01   	 0.32
70 	 210 	 -4.54   	 0.35
75 	 210 	 -3.53   	 0.44
80 	 210 	 -2.02   	 0.63
85 	 210 	 -0.67   	 0.86
90 	 210 	 -0.16   	 0.96
95 	 210 	 -0.68   	 0.86
100 	 210 	 -2.04   	 0.63
105 	 210 	 -3.57   	 0.44
110 	 210 	 -4.59   	 0.35
115 	 210 	 -5.07   	 0.31
120 	 210 	 -3.78   	 0.42
125 	 210 	 -1.72   	 0.67
130 	 210 	 0.44   	 1.11
135 	 210 	 1.85   	 1.53
140 	 210 	 2.42   	 1.75
145 	 210 	 2.23   	 1.67
150 	 210 	 1.53   	 1.42
155 	 210 	 0.55   	 1.14
160 	 210 	 -1.01   	 0.79
165 	 210 	 -3.07   	 0.49
170 	 210 	 -6.14   	 0.24
175 	 210 	 -11.89   	 0.06
180 	 210 	 -47.41   	 0.00
0 	 215 	 -47.41   	 0.00
5 	 215 	 -12.02   	 0.06
10 	 215 	 -6.15   	 0.24
15 	 215 	 -3.02   	 0.50
20 	 215 	 -0.94   	 0.81
25 	 215 	 0.60   	 1.15
30 	 215 	 1.53   	 1.42
35 	 215 	 2.16   	 1.64
40 	 215 	 2.30   	 1.70
45 	 215 	 1.75   	 1.50
50 	 215 	 0.56   	 1.14
55 	 215 	 -1.12   	 0.77
60 	 215 	 -2.80   	 0.52
65 	 215 	 -4.63   	 0.34
70 	 215 	 -4.18   	 0.38
75 	 215 	 -3.09   	 0.49
80 	 215 	 -1.65   	 0.68
85 	 215 	 -0.65   	 0.86
90 	 215 	 -0.31   	 0.93
95 	 215 	 -0.65   	 0.86
100 	 215 	 -1.66   	 0.68
105 	 215 	 -3.12   	 0.49
110 	 215 	 -4.24   	 0.38
115 	 215 	 -4.70   	 0.34
120 	 215 	 -2.86   	 0.52
125 	 215 	 -1.17   	 0.76
130 	 215 	 0.53   	 1.13
135 	 215 	 1.73   	 1.49
140 	 215 	 2.28   	 1.69
145 	 215 	 2.15   	 1.64
150 	 215 	 1.52   	 1.42
155 	 215 	 0.59   	 1.15
160 	 215 	 -0.94   	 0.81
165 	 215 	 -3.00   	 0.50
170 	 215 	 -6.08   	 0.25
175 	 215 	 -11.84   	 0.07
180 	 215 	 -47.41   	 0.00
0 	 220 	 -47.41   	 0.00
5 	 220 	 -11.96   	 0.06
10 	 220 	 -6.08   	 0.25
15 	 220 	 -2.95   	 0.51
20 	 220 	 -0.87   	 0.82
25 	 220 	 0.64   	 1.16
30 	 220 	 1.52   	 1.42
35 	 220 	 2.08   	 1.61
40 	 220 	 2.16   	 1.64
45 	 220 	 1.64   	 1.46
50 	 220 	 0.65   	 1.16
55 	 220 	 -0.62   	 0.87
60 	 220 	 -1.94   	 0.64
65 	 220 	 -3.91   	 0.41
70 	 220 	 -3.44   	 0.45
75 	 220 	 -2.50   	 0.56
80 	 220 	 -1.28   	 0.74
85 	 220 	 -0.63   	 0.86
90 	 220 	 -0.47   	 0.90
95 	 220 	 -0.63   	 0.86
100 	 220 	 -1.28   	 0.74
105 	 220 	 -2.51   	 0.56
110 	 220 	 -3.49   	 0.45
115 	 220 	 -3.99   	 0.40
120 	 220 	 -2.00   	 0.63
125 	 220 	 -0.67   	 0.86
130 	 220 	 0.61   	 1.15
135 	 220 	 1.61   	 1.45
140 	 220 	 2.14   	 1.64
145 	 220 	 2.05   	 1.60
150 	 220 	 1.49   	 1.41
155 	 220 	 0.62   	 1.15
160 	 220 	 -0.88   	 0.82
165 	 220 	 -2.94   	 0.51
170 	 220 	 -6.03   	 0.25
175 	 220 	 -11.80   	 0.07
180 	 220 	 -47.41   	 0.00
0 	 225 	 -47.41   	 0.00
5 	 225 	 -11.89   	 0.06
10 	 225 	 -6.01   	 0.25
15 	 225 	 -2.88   	 0.52
20 	 225 	 -0.81   	 0.83
25 	 225 	 0.67   	 1.17
30 	 225 	 1.49   	 1.41
35 	 225 	 1.98   	 1.58
40 	 225 	 2.01   	 1.59
45 	 225 	 1.53   	 1.42
50 	 225 	 0.73   	 1.18
55 	 225 	 -0.18   	 0.96
60 	 225 	 -1.15   	 0.77
65 	 225 	 -2.99   	 0.50
70 	 225 	 -2.46   	 0.57
75 	 225 	 -1.81   	 0.66
80 	 225 	 -0.93   	 0.81
85 	 225 	 -0.62   	 0.87
90 	 225 	 -0.63   	 0.86
95 	 225 	 -0.62   	 0.87
100 	 225 	 -0.92   	 0.81
105 	 225 	 -1.81   	 0.66
110 	 225 	 -2.49   	 0.56
115 	 225 	 -3.06   	 0.49
120 	 225 	 -1.22   	 0.76
125 	 225 	 -0.24   	 0.95
130 	 225 	 0.68   	 1.17
135 	 225 	 1.49   	 1.41
140 	 225 	 1.98   	 1.58
145 	 225 	 1.94   	 1.56
150 	 225 	 1.46   	 1.40
155 	 225 	 0.64   	 1.16
160 	 225 	 -0.83   	 0.83
165 	 225 	 -2.88   	 0.52
170 	 225 	 -5.97   	 0.25
175 	 225 	 -11.75   	 0.07
180 	 225 	 -47.41   	 0.00
0 	 230 	 -47.41   	 0.00
5 	 230 	 -11.82   	 0.07
10 	 230 	 -5.95   	 0.25
15 	 230 	 -2.82   	 0.52
20 	 230 	 -0.77   	 0.84
25 	 230 	 0.68   	 1.17
30 	 230 	 1.44   	 1.39
35 	 230 	 1.86   	 1.53
40 	 230 	 1.86   	 1.53
45 	 230 	 1.41   	 1.38
50 	 230 	 0.79   	 1.20
55 	 230 	 0.19   	 1.04
60 	 230 	 -0.45   	 0.90
65 	 230 	 -2.01   	 0.63
70 	 230 	 -1.41   	 0.72
75 	 230 	 -1.08   	 0.78
80 	 230 	 -0.60   	 0.87
85 	 230 	 -0.63   	 0.86
90 	 230 	 -0.79   	 0.83
95 	 230 	 -0.62   	 0.87
100 	 230 	 -0.59   	 0.87
105 	 230 	 -1.07   	 0.78
110 	 230 	 -1.43   	 0.72
115 	 230 	 -2.06   	 0.62
120 	 230 	 -0.51   	 0.89
125 	 230 	 0.14   	 1.03
130 	 230 	 0.75   	 1.19
135 	 230 	 1.37   	 1.37
140 	 230 	 1.83   	 1.52
145 	 230 	 1.83   	 1.52
150 	 230 	 1.40   	 1.38
155 	 230 	 0.64   	 1.16
160 	 230 	 -0.80   	 0.83
165 	 230 	 -2.83   	 0.52
170 	 230 	 -5.92   	 0.26
175 	 230 	 -11.70   	 0.07
180 	 230 	 -47.41   	 0.00
0 	 235 	 -47.41   	 0.00
5 	 235 	 -11.76   	 0.07
10 	 235 	 -5.89   	 0.26
15 	 235 	 -2.77   	 0.53
20 	 235 	 -0.74   	 0.84
25 	 235 	 0.66   	 1.16
30 	 235 	 1.37   	 1.37
35 	 235 	 1.74   	 1.49
40 	 235 	 1.71   	 1.48
45 	 235 	 1.30   	 1.35
50 	 235 	 0.84   	 1.21
55 	 235 	 0.50   	 1.12
60 	 235 	 0.16   	 1.04
65 	 235 	 -1.06   	 0.78
70 	 235 	 -0.40   	 0.91
75 	 235 	 -0.37   	 0.92
80 	 235 	 -0.30   	 0.93
85 	 235 	 -0.64   	 0.86
90 	 235 	 -0.93   	 0.81
95 	 235 	 -0.64   	 0.86
100 	 235 	 -0.29   	 0.94
105 	 235 	 -0.36   	 0.92
110 	 235 	 -0.41   	 0.91
115 	 235 	 -1.10   	 0.78
120 	 235 	 0.12   	 1.03
125 	 235 	 0.46   	 1.11
130 	 235 	 0.80   	 1.20
135 	 235 	 1.26   	 1.34
140 	 235 	 1.68   	 1.47
145 	 235 	 1.71   	 1.48
150 	 235 	 1.34   	 1.36
155 	 235 	 0.63   	 1.16
160 	 235 	 -0.77   	 0.84
165 	 235 	 -2.79   	 0.53
170 	 235 	 -5.87   	 0.26
175 	 235 	 -11.66   	 0.07
180 	 235 	 -47.41   	 0.00
0 	 240 	 -47.41   	 0.00
5 	 240 	 -11.70   	 0.07
10 	 240 	 -5.84   	 0.26
15 	 240 	 -2.74   	 0.53
20 	 240 	 -0.73   	 0.85
25 	 240 	 0.64   	 1.16
30 	 240 	 1.30   	 1.35
35 	 240 	 1.61   	 1.45
40 	 240 	 1.56   	 1.43
45 	 240 	 1.19   	 1.32
50 	 240 	 0.87   	 1.22
55 	 240 	 0.76   	 1.19
60 	 240 	 0.69   	 1.17
65 	 240 	 -0.21   	 0.95
70 	 240 	 0.51   	 1.12
75 	 240 	 0.28   	 1.07
80 	 240 	 -0.04   	 0.99
85 	 240 	 -0.66   	 0.86
90 	 240 	 -1.07   	 0.78
95 	 240 	 -0.66   	 0.86
100 	 240 	 -0.03   	 0.99
105 	 240 	 0.29   	 1.07
110 	 240 	 0.51   	 1.12
115 	 240 	 -0.23   	 0.95
120 	 240 	 0.66   	 1.16
125 	 240 	 0.73   	 1.18
130 	 240 	 0.84   	 1.21
135 	 240 	 1.16   	 1.31
140 	 240 	 1.53   	 1.42
145 	 240 	 1.59   	 1.44
150 	 240 	 1.27   	 1.34
155 	 240 	 0.61   	 1.15
160 	 240 	 -0.76   	 0.84
165 	 240 	 -2.75   	 0.53
170 	 240 	 -5.83   	 0.26
175 	 240 	 -11.62   	 0.07
180 	 240 	 -47.41   	 0.00
0 	 245 	 -47.41   	 0.00
5 	 245 	 -11.65   	 0.07
10 	 245 	 -5.80   	 0.26
15 	 245 	 -2.71   	 0.54
20 	 245 	 -0.73   	 0.85
25 	 245 	 0.60   	 1.15
30 	 245 	 1.21   	 1.32
35 	 245 	 1.49   	 1.41
40 	 245 	 1.42   	 1.39
45 	 245 	 1.09   	 1.29
50 	 245 	 0.90   	 1.23
55 	 245 	 0.97   	 1.25
60 	 245 	 1.14   	 1.30
65 	 245 	 0.52   	 1.13
70 	 245 	 1.28   	 1.34
75 	 245 	 0.85   	 1.22
80 	 245 	 0.19   	 1.04
85 	 245 	 -0.69   	 0.85
90 	 245 	 -1.18   	 0.76
95 	 245 	 -0.70   	 0.85
100 	 245 	 0.19   	 1.04
105 	 245 	 0.86   	 1.22
110 	 245 	 1.28   	 1.34
115 	 245 	 0.52   	 1.13
120 	 245 	 1.12   	 1.29
125 	 245 	 0.95   	 1.24
130 	 245 	 0.87   	 1.22
135 	 245 	 1.07   	 1.28
140 	 245 	 1.40   	 1.38
145 	 245 	 1.47   	 1.40
150 	 245 	 1.19   	 1.32
155 	 245 	 0.57   	 1.14
160 	 245 	 -0.76   	 0.84
165 	 245 	 -2.73   	 0.53
170 	 245 	 -5.80   	 0.26
175 	 245 	 -11.58   	 0.07
180 	 245 	 -47.41   	 0.00
0 	 250 	 -47.41   	 0.00
5 	 250 	 -11.61   	 0.07
10 	 250 	 -5.77   	 0.26
15 	 250 	 -2.70   	 0.54
20 	 250 	 -0.74   	 0.84
25 	 250 	 0.56   	 1.14
30 	 250 	 1.13   	 1.30
35 	 250 	 1.37   	 1.37
40 	 250 	 1.30   	 1.35
45 	 250 	 1.01   	 1.26
50 	 250 	 0.91   	 1.23
55 	 250 	 1.13   	 1.30
60 	 250 	 1.50   	 1.41
65 	 250 	 1.12   	 1.29
70 	 250 	 1.91   	 1.55
75 	 250 	 1.32   	 1.36
80 	 250 	 0.38   	 1.09
85 	 250 	 -0.72   	 0.85
90 	 250 	 -1.28   	 0.74
95 	 250 	 -0.73   	 0.85
100 	 250 	 0.38   	 1.09
105 	 250 	 1.33   	 1.36
110 	 250 	 1.91   	 1.55
115 	 250 	 1.12   	 1.29
120 	 250 	 1.49   	 1.41
125 	 250 	 1.12   	 1.29
130 	 250 	 0.89   	 1.23
135 	 250 	 1.00   	 1.26
140 	 250 	 1.28   	 1.34
145 	 250 	 1.35   	 1.36
150 	 250 	 1.11   	 1.29
155 	 250 	 0.54   	 1.13
160 	 250 	 -0.76   	 0.84
165 	 250 	 -2.71   	 0.54
170 	 250 	 -5.77   	 0.26
175 	 250 	 -11.56   	 0.07
180 	 250 	 -47.41   	 0.00
0 	 255 	 -47.41   	 0.00
5 	 255 	 -11.58   	 0.07
10 	 255 	 -5.75   	 0.27
15 	 255 	 -2.69   	 0.54
20 	 255 	 -0.75   	 0.84
25 	 255 	 0.52   	 1.13
30 	 255 	 1.05   	 1.27
35 	 255 	 1.27   	 1.34
40 	 255 	 1.20   	 1.32
45 	 255 	 0.95   	 1.24
50 	 255 	 0.92   	 1.24
55 	 255 	 1.25   	 1.33
60 	 255 	 1.78   	 1.51
65 	 255 	 1.59   	 1.44
70 	 255 	 2.39   	 1.73
75 	 255 	 1.70   	 1.48
80 	 255 	 0.52   	 1.13
85 	 255 	 -0.76   	 0.84
90 	 255 	 -1.36   	 0.73
95 	 255 	 -0.76   	 0.84
100 	 255 	 0.52   	 1.13
105 	 255 	 1.70   	 1.48
110 	 255 	 2.40   	 1.74
115 	 255 	 1.59   	 1.44
120 	 255 	 1.78   	 1.51
125 	 255 	 1.24   	 1.33
130 	 255 	 0.91   	 1.23
135 	 255 	 0.93   	 1.24
140 	 255 	 1.19   	 1.32
145 	 255 	 1.26   	 1.34
150 	 255 	 1.04   	 1.27
155 	 255 	 0.50   	 1.12
160 	 255 	 -0.77   	 0.84
165 	 255 	 -2.70   	 0.54
170 	 255 	 -5.75   	 0.27
175 	 255 	 -11.54   	 0.07
180 	 255 	 -47.41   	 0.00
0 	 260 	 -47.41   	 0.00
5 	 260 	 -11.55   	 0.07
10 	 260 	 -5.73   	 0.27
15 	 260 	 -2.68   	 0.54
20 	 260 	 -0.76   	 0.84
25 	 260 	 0.48   	 1.12
30 	 260 	 0.99   	 1.26
35 	 260 	 1.19   	 1.32
40 	 260 	 1.12   	 1.29
45 	 260 	 0.90   	 1.23
50 	 260 	 0.92   	 1.24
55 	 260 	 1.34   	 1.36
60 	 260 	 1.98   	 1.58
65 	 260 	 1.92   	 1.56
70 	 260 	 2.74   	 1.88
75 	 260 	 1.96   	 1.57
80 	 260 	 0.63   	 1.16
85 	 260 	 -0.78   	 0.84
90 	 260 	 -1.42   	 0.72
95 	 260 	 -0.79   	 0.83
100 	 260 	 0.63   	 1.16
105 	 260 	 1.96   	 1.57
110 	 260 	 2.74   	 1.88
115 	 260 	 1.93   	 1.56
120 	 260 	 1.98   	 1.58
125 	 260 	 1.33   	 1.36
130 	 260 	 0.92   	 1.24
135 	 260 	 0.89   	 1.23
140 	 260 	 1.11   	 1.29
145 	 260 	 1.19   	 1.32
150 	 260 	 0.98   	 1.25
155 	 260 	 0.47   	 1.11
160 	 260 	 -0.78   	 0.84
165 	 260 	 -2.69   	 0.54
170 	 260 	 -5.73   	 0.27
175 	 260 	 -11.52   	 0.07
180 	 260 	 -47.41   	 0.00
0 	 265 	 -47.41   	 0.00
5 	 265 	 -11.53   	 0.07
10 	 265 	 -5.72   	 0.27
15 	 265 	 -2.68   	 0.54
20 	 265 	 -0.77   	 0.84
25 	 265 	 0.46   	 1.11
30 	 265 	 0.95   	 1.24
35 	 265 	 1.14   	 1.30
40 	 265 	 1.07   	 1.28
45 	 265 	 0.87   	 1.22
50 	 265 	 0.92   	 1.24
55 	 265 	 1.39   	 1.38
60 	 265 	 2.11   	 1.63
65 	 265 	 2.12   	 1.63
70 	 265 	 2.94   	 1.97
75 	 265 	 2.12   	 1.63
80 	 265 	 0.69   	 1.17
85 	 265 	 -0.80   	 0.83
90 	 265 	 -1.45   	 0.72
95 	 265 	 -0.81   	 0.83
100 	 265 	 0.69   	 1.17
105 	 265 	 2.12   	 1.63
110 	 265 	 2.95   	 1.97
115 	 265 	 2.12   	 1.63
120 	 265 	 2.11   	 1.63
125 	 265 	 1.38   	 1.37
130 	 265 	 0.92   	 1.24
135 	 265 	 0.86   	 1.22
140 	 265 	 1.07   	 1.28
145 	 265 	 1.14   	 1.30
150 	 265 	 0.95   	 1.24
155 	 265 	 0.45   	 1.11
160 	 265 	 -0.78   	 0.84
165 	 265 	 -2.69   	 0.54
170 	 265 	 -5.72   	 0.27
175 	 265 	 -11.52   	 0.07
180 	 265 	 -47.41   	 0.00
0 	 270 	 -47.41   	 0.00
5 	 270 	 -11.52   	 0.07
10 	 270 	 -5.72   	 0.27
15 	 270 	 -2.68   	 0.54
20 	 270 	 -0.78   	 0.84
25 	 270 	 0.45   	 1.11
30 	 270 	 0.94   	 1.24
35 	 270 	 1.13   	 1.30
40 	 270 	 1.06   	 1.28
45 	 270 	 0.86   	 1.22
50 	 270 	 0.92   	 1.24
55 	 270 	 1.40   	 1.38
60 	 270 	 2.15   	 1.64
65 	 270 	 2.19   	 1.66
70 	 270 	 3.01   	 2.00
75 	 270 	 2.18   	 1.65
80 	 270 	 0.71   	 1.18
85 	 270 	 -0.81   	 0.83
90 	 270 	 -1.46   	 0.71
95 	 270 	 -0.81   	 0.83
100 	 270 	 0.71   	 1.18
105 	 270 	 2.18   	 1.65
110 	 270 	 3.01   	 2.00
115 	 270 	 2.19   	 1.66
120 	 270 	 2.15   	 1.64
125 	 270 	 1.40   	 1.38
130 	 270 	 0.92   	 1.24
135 	 270 	 0.86   	 1.22
140 	 270 	 1.06   	 1.28
145 	 270 	 1.13   	 1.30
150 	 270 	 0.94   	 1.24
155 	 270 	 0.45   	 1.11
160 	 270 	 -0.78   	 0.84
165 	 270 	 -2.68   	 0.54
170 	 270 	 -5.72   	 0.27
175 	 270 	 -11.52   	 0.07
180 	 270 	 -47.41   	 0.00
0 	 275 	 -47.41   	 0.00
5 	 275 	 -11.52   	 0.07
10 	 275 	 -5.72   	 0.27
