freq : 83.33 MHz
SWR : 1.80
 Theta 	 Phi 	 Gain(dB) 	 Gain 
155 	 85 	 -5.50   	 0.28
160 	 85 	 -6.34   	 0.23
165 	 85 	 -7.96   	 0.16
170 	 85 	 -10.89   	 0.08
175 	 85 	 -16.56   	 0.02
180 	 85 	 -999.99   	 0.00
0 	 90 	 -999.99   	 0.00
5 	 90 	 -16.56   	 0.02
10 	 90 	 -10.89   	 0.08
15 	 90 	 -7.96   	 0.16
20 	 90 	 -6.34   	 0.23
25 	 90 	 -5.50   	 0.28
30 	 90 	 -4.97   	 0.32
35 	 90 	 -4.02   	 0.40
40 	 90 	 -2.18   	 0.61
45 	 90 	 0.09   	 1.02
50 	 90 	 2.08   	 1.61
55 	 90 	 3.40   	 2.19
60 	 90 	 3.89   	 2.45
65 	 90 	 3.39   	 2.18
70 	 90 	 1.74   	 1.49
75 	 90 	 -1.30   	 0.74
80 	 90 	 -5.67   	 0.27
85 	 90 	 -8.68   	 0.14
90 	 90 	 -8.75   	 0.13
95 	 90 	 -8.68   	 0.14
100 	 90 	 -5.67   	 0.27
105 	 90 	 -1.30   	 0.74
110 	 90 	 1.74   	 1.49
115 	 90 	 3.39   	 2.18
120 	 90 	 3.89   	 2.45
125 	 90 	 3.40   	 2.19
130 	 90 	 2.08   	 1.61
135 	 90 	 0.09   	 1.02
140 	 90 	 -2.18   	 0.61
145 	 90 	 -4.02   	 0.40
150 	 90 	 -4.97   	 0.32
155 	 90 	 -5.50   	 0.28
160 	 90 	 -6.34   	 0.23
165 	 90 	 -7.96   	 0.16
170 	 90 	 -10.89   	 0.08
175 	 90 	 -16.56   	 0.02
180 	 90 	 -999.99   	 0.00
0 	 95 	 -999.99   	 0.00
5 	 95 	 -16.56   	 0.02
10 	 95 	 -10.89   	 0.08
15 	 95 	 -7.96   	 0.16
20 	 95 	 -6.34   	 0.23
25 	 95 	 -5.50   	 0.28
30 	 95 	 -4.97   	 0.32
35 	 95 	 -4.02   	 0.40
40 	 95 	 -2.18   	 0.61
45 	 95 	 0.09   	 1.02
50 	 95 	 2.08   	 1.61
55 	 95 	 3.40   	 2.19
60 	 95 	 3.89   	 2.45
65 	 95 	 3.39   	 2.18
70 	 95 	 1.74   	 1.49
75 	 95 	 -1.30   	 0.74
80 	 95 	 -5.67   	 0.27
85 	 95 	 -8.68   	 0.14
90 	 95 	 -8.75   	 0.13
95 	 95 	 -8.68   	 0.14
100 	 95 	 -5.67   	 0.27
105 	 95 	 -1.30   	 0.74
110 	 95 	 1.74   	 1.49
115 	 95 	 3.39   	 2.18
120 	 95 	 3.89   	 2.45
125 	 95 	 3.40   	 2.19
130 	 95 	 2.08   	 1.61
135 	 95 	 0.09   	 1.02
140 	 95 	 -2.18   	 0.61
145 	 95 	 -4.02   	 0.40
150 	 95 	 -4.97   	 0.32
155 	 95 	 -5.50   	 0.28
160 	 95 	 -6.34   	 0.23
165 	 95 	 -7.96   	 0.16
170 	 95 	 -10.89   	 0.08
175 	 95 	 -16.56   	 0.02
180 	 95 	 -999.99   	 0.00
0 	 100 	 -999.99   	 0.00
5 	 100 	 -16.56   	 0.02
10 	 100 	 -10.89   	 0.08
15 	 100 	 -7.96   	 0.16
20 	 100 	 -6.34   	 0.23
25 	 100 	 -5.50   	 0.28
30 	 100 	 -4.97   	 0.32
35 	 100 	 -4.02   	 0.40
40 	 100 	 -2.18   	 0.61
45 	 100 	 0.09   	 1.02
50 	 100 	 2.08   	 1.61
55 	 100 	 3.40   	 2.19
60 	 100 	 3.89   	 2.45
65 	 100 	 3.39   	 2.18
70 	 100 	 1.74   	 1.49
75 	 100 	 -1.30   	 0.74
80 	 100 	 -5.67   	 0.27
85 	 100 	 -8.68   	 0.14
90 	 100 	 -8.75   	 0.13
95 	 100 	 -8.68   	 0.14
100 	 100 	 -5.67   	 0.27
105 	 100 	 -1.30   	 0.74
110 	 100 	 1.74   	 1.49
115 	 100 	 3.39   	 2.18
120 	 100 	 3.89   	 2.45
125 	 100 	 3.40   	 2.19
130 	 100 	 2.08   	 1.61
135 	 100 	 0.09   	 1.02
140 	 100 	 -2.18   	 0.61
145 	 100 	 -4.02   	 0.40
150 	 100 	 -4.97   	 0.32
155 	 100 	 -5.50   	 0.28
160 	 100 	 -6.34   	 0.23
165 	 100 	 -7.96   	 0.16
170 	 100 	 -10.89   	 0.08
175 	 100 	 -16.56   	 0.02
180 	 100 	 -999.99   	 0.00
0 	 105 	 -999.99   	 0.00
5 	 105 	 -16.56   	 0.02
10 	 105 	 -10.89   	 0.08
15 	 105 	 -7.96   	 0.16
20 	 105 	 -6.34   	 0.23
25 	 105 	 -5.50   	 0.28
30 	 105 	 -4.97   	 0.32
35 	 105 	 -4.02   	 0.40
40 	 105 	 -2.18   	 0.61
45 	 105 	 0.09   	 1.02
50 	 105 	 2.08   	 1.61
55 	 105 	 3.40   	 2.19
60 	 105 	 3.89   	 2.45
65 	 105 	 3.39   	 2.18
70 	 105 	 1.74   	 1.49
75 	 105 	 -1.30   	 0.74
80 	 105 	 -5.67   	 0.27
85 	 105 	 -8.68   	 0.14
90 	 105 	 -8.75   	 0.13
95 	 105 	 -8.68   	 0.14
100 	 105 	 -5.67   	 0.27
105 	 105 	 -1.30   	 0.74
110 	 105 	 1.74   	 1.49
115 	 105 	 3.39   	 2.18
120 	 105 	 3.89   	 2.45
125 	 105 	 3.40   	 2.19
130 	 105 	 2.08   	 1.61
135 	 105 	 0.09   	 1.02
140 	 105 	 -2.18   	 0.61
145 	 105 	 -4.02   	 0.40
150 	 105 	 -4.97   	 0.32
155 	 105 	 -5.50   	 0.28
160 	 105 	 -6.34   	 0.23
165 	 105 	 -7.96   	 0.16
170 	 105 	 -10.89   	 0.08
175 	 105 	 -16.56   	 0.02
180 	 105 	 -999.99   	 0.00
0 	 110 	 -999.99   	 0.00
5 	 110 	 -16.56   	 0.02
10 	 110 	 -10.89   	 0.08
15 	 110 	 -7.96   	 0.16
20 	 110 	 -6.34   	 0.23
25 	 110 	 -5.50   	 0.28
30 	 110 	 -4.97   	 0.32
35 	 110 	 -4.02   	 0.40
40 	 110 	 -2.18   	 0.61
45 	 110 	 0.09   	 1.02
50 	 110 	 2.08   	 1.61
55 	 110 	 3.40   	 2.19
60 	 110 	 3.89   	 2.45
65 	 110 	 3.39   	 2.18
70 	 110 	 1.74   	 1.49
75 	 110 	 -1.30   	 0.74
80 	 110 	 -5.67   	 0.27
85 	 110 	 -8.68   	 0.14
90 	 110 	 -8.75   	 0.13
95 	 110 	 -8.68   	 0.14
100 	 110 	 -5.67   	 0.27
105 	 110 	 -1.30   	 0.74
110 	 110 	 1.74   	 1.49
115 	 110 	 3.39   	 2.18
120 	 110 	 3.89   	 2.45
125 	 110 	 3.40   	 2.19
130 	 110 	 2.08   	 1.61
135 	 110 	 0.09   	 1.02
140 	 110 	 -2.18   	 0.61
145 	 110 	 -4.02   	 0.40
150 	 110 	 -4.97   	 0.32
155 	 110 	 -5.50   	 0.28
160 	 110 	 -6.34   	 0.23
165 	 110 	 -7.96   	 0.16
170 	 110 	 -10.89   	 0.08
175 	 110 	 -16.56   	 0.02
180 	 110 	 -999.99   	 0.00
0 	 115 	 -999.99   	 0.00
5 	 115 	 -16.56   	 0.02
10 	 115 	 -10.89   	 0.08
15 	 115 	 -7.96   	 0.16
20 	 115 	 -6.34   	 0.23
25 	 115 	 -5.50   	 0.28
30 	 115 	 -4.97   	 0.32
35 	 115 	 -4.02   	 0.40
40 	 115 	 -2.18   	 0.61
45 	 115 	 0.09   	 1.02
50 	 115 	 2.08   	 1.61
55 	 115 	 3.40   	 2.19
60 	 115 	 3.89   	 2.45
65 	 115 	 3.39   	 2.18
70 	 115 	 1.74   	 1.49
75 	 115 	 -1.30   	 0.74
80 	 115 	 -5.67   	 0.27
85 	 115 	 -8.68   	 0.14
90 	 115 	 -8.75   	 0.13
95 	 115 	 -8.68   	 0.14
100 	 115 	 -5.67   	 0.27
105 	 115 	 -1.30   	 0.74
110 	 115 	 1.74   	 1.49
115 	 115 	 3.39   	 2.18
120 	 115 	 3.89   	 2.45
125 	 115 	 3.40   	 2.19
130 	 115 	 2.08   	 1.61
135 	 115 	 0.09   	 1.02
140 	 115 	 -2.18   	 0.61
145 	 115 	 -4.02   	 0.40
150 	 115 	 -4.97   	 0.32
155 	 115 	 -5.50   	 0.28
160 	 115 	 -6.34   	 0.23
165 	 115 	 -7.96   	 0.16
170 	 115 	 -10.89   	 0.08
175 	 115 	 -16.56   	 0.02
180 	 115 	 -999.99   	 0.00
0 	 120 	 -999.99   	 0.00
5 	 120 	 -16.56   	 0.02
10 	 120 	 -10.89   	 0.08
15 	 120 	 -7.96   	 0.16
20 	 120 	 -6.34   	 0.23
25 	 120 	 -5.50   	 0.28
30 	 120 	 -4.97   	 0.32
35 	 120 	 -4.02   	 0.40
40 	 120 	 -2.18   	 0.61
45 	 120 	 0.09   	 1.02
50 	 120 	 2.08   	 1.61
55 	 120 	 3.40   	 2.19
60 	 120 	 3.89   	 2.45
65 	 120 	 3.39   	 2.18
70 	 120 	 1.74   	 1.49
75 	 120 	 -1.30   	 0.74
80 	 120 	 -5.67   	 0.27
85 	 120 	 -8.68   	 0.14
90 	 120 	 -8.75   	 0.13
95 	 120 	 -8.68   	 0.14
100 	 120 	 -5.67   	 0.27
105 	 120 	 -1.30   	 0.74
110 	 120 	 1.74   	 1.49
115 	 120 	 3.39   	 2.18
120 	 120 	 3.89   	 2.45
125 	 120 	 3.40   	 2.19
130 	 120 	 2.08   	 1.61
135 	 120 	 0.09   	 1.02
140 	 120 	 -2.18   	 0.61
145 	 120 	 -4.02   	 0.40
150 	 120 	 -4.97   	 0.32
155 	 120 	 -5.50   	 0.28
160 	 120 	 -6.34   	 0.23
165 	 120 	 -7.96   	 0.16
170 	 120 	 -10.89   	 0.08
175 	 120 	 -16.56   	 0.02
180 	 120 	 -999.99   	 0.00
0 	 125 	 -999.99   	 0.00
5 	 125 	 -16.56   	 0.02
10 	 125 	 -10.89   	 0.08
15 	 125 	 -7.96   	 0.16
20 	 125 	 -6.34   	 0.23
25 	 125 	 -5.50   	 0.28
30 	 125 	 -4.97   	 0.32
35 	 125 	 -4.02   	 0.40
40 	 125 	 -2.18   	 0.61
45 	 125 	 0.09   	 1.02
50 	 125 	 2.08   	 1.61
55 	 125 	 3.40   	 2.19
60 	 125 	 3.89   	 2.45
65 	 125 	 3.39   	 2.18
70 	 125 	 1.74   	 1.49
75 	 125 	 -1.30   	 0.74
80 	 125 	 -5.67   	 0.27
85 	 125 	 -8.68   	 0.14
90 	 125 	 -8.75   	 0.13
95 	 125 	 -8.68   	 0.14
100 	 125 	 -5.67   	 0.27
105 	 125 	 -1.30   	 0.74
110 	 125 	 1.74   	 1.49
115 	 125 	 3.39   	 2.18
120 	 125 	 3.89   	 2.45
125 	 125 	 3.40   	 2.19
130 	 125 	 2.08   	 1.61
135 	 125 	 0.09   	 1.02
140 	 125 	 -2.18   	 0.61
145 	 125 	 -4.02   	 0.40
150 	 125 	 -4.97   	 0.32
155 	 125 	 -5.50   	 0.28
160 	 125 	 -6.34   	 0.23
165 	 125 	 -7.96   	 0.16
170 	 125 	 -10.89   	 0.08
175 	 125 	 -16.56   	 0.02
180 	 125 	 -999.99   	 0.00
0 	 130 	 -999.99   	 0.00
5 	 130 	 -16.56   	 0.02
10 	 130 	 -10.89   	 0.08
15 	 130 	 -7.96   	 0.16
20 	 130 	 -6.34   	 0.23
25 	 130 	 -5.50   	 0.28
30 	 130 	 -4.97   	 0.32
35 	 130 	 -4.02   	 0.40
40 	 130 	 -2.18   	 0.61
45 	 130 	 0.09   	 1.02
50 	 130 	 2.08   	 1.61
55 	 130 	 3.40   	 2.19
60 	 130 	 3.89   	 2.45
65 	 130 	 3.39   	 2.18
70 	 130 	 1.74   	 1.49
75 	 130 	 -1.30   	 0.74
80 	 130 	 -5.67   	 0.27
85 	 130 	 -8.68   	 0.14
90 	 130 	 -8.75   	 0.13
95 	 130 	 -8.68   	 0.14
100 	 130 	 -5.67   	 0.27
105 	 130 	 -1.30   	 0.74
110 	 130 	 1.74   	 1.49
115 	 130 	 3.39   	 2.18
120 	 130 	 3.89   	 2.45
125 	 130 	 3.40   	 2.19
130 	 130 	 2.08   	 1.61
135 	 130 	 0.09   	 1.02
140 	 130 	 -2.18   	 0.61
145 	 130 	 -4.02   	 0.40
150 	 130 	 -4.97   	 0.32
155 	 130 	 -5.50   	 0.28
160 	 130 	 -6.34   	 0.23
165 	 130 	 -7.96   	 0.16
170 	 130 	 -10.89   	 0.08
175 	 130 	 -16.56   	 0.02
180 	 130 	 -999.99   	 0.00
0 	 135 	 -999.99   	 0.00
5 	 135 	 -16.56   	 0.02
10 	 135 	 -10.89   	 0.08
15 	 135 	 -7.96   	 0.16
20 	 135 	 -6.34   	 0.23
25 	 135 	 -5.50   	 0.28
30 	 135 	 -4.97   	 0.32
35 	 135 	 -4.02   	 0.40
40 	 135 	 -2.18   	 0.61
45 	 135 	 0.09   	 1.02
50 	 135 	 2.08   	 1.61
55 	 135 	 3.40   	 2.19
60 	 135 	 3.89   	 2.45
65 	 135 	 3.39   	 2.18
70 	 135 	 1.74   	 1.49
75 	 135 	 -1.30   	 0.74
80 	 135 	 -5.67   	 0.27
85 	 135 	 -8.68   	 0.14
90 	 135 	 -8.75   	 0.13
95 	 135 	 -8.68   	 0.14
100 	 135 	 -5.67   	 0.27
105 	 135 	 -1.30   	 0.74
110 	 135 	 1.74   	 1.49
115 	 135 	 3.39   	 2.18
120 	 135 	 3.89   	 2.45
125 	 135 	 3.40   	 2.19
130 	 135 	 2.08   	 1.61
135 	 135 	 0.09   	 1.02
140 	 135 	 -2.18   	 0.61
145 	 135 	 -4.02   	 0.40
150 	 135 	 -4.97   	 0.32
155 	 135 	 -5.50   	 0.28
160 	 135 	 -6.34   	 0.23
165 	 135 	 -7.96   	 0.16
170 	 135 	 -10.89   	 0.08
175 	 135 	 -16.56   	 0.02
180 	 135 	 -999.99   	 0.00
0 	 140 	 -999.99   	 0.00
5 	 140 	 -16.56   	 0.02
10 	 140 	 -10.89   	 0.08
15 	 140 	 -7.96   	 0.16
20 	 140 	 -6.34   	 0.23
25 	 140 	 -5.50   	 0.28
30 	 140 	 -4.97   	 0.32
35 	 140 	 -4.02   	 0.40
40 	 140 	 -2.18   	 0.61
45 	 140 	 0.09   	 1.02
50 	 140 	 2.08   	 1.61
55 	 140 	 3.40   	 2.19
60 	 140 	 3.89   	 2.45
65 	 140 	 3.39   	 2.18
70 	 140 	 1.74   	 1.49
75 	 140 	 -1.30   	 0.74
80 	 140 	 -5.67   	 0.27
85 	 140 	 -8.68   	 0.14
90 	 140 	 -8.75   	 0.13
95 	 140 	 -8.68   	 0.14
100 	 140 	 -5.67   	 0.27
105 	 140 	 -1.30   	 0.74
110 	 140 	 1.74   	 1.49
115 	 140 	 3.39   	 2.18
120 	 140 	 3.89   	 2.45
125 	 140 	 3.40   	 2.19
130 	 140 	 2.08   	 1.61
135 	 140 	 0.09   	 1.02
140 	 140 	 -2.18   	 0.61
145 	 140 	 -4.02   	 0.40
150 	 140 	 -4.97   	 0.32
155 	 140 	 -5.50   	 0.28
160 	 140 	 -6.34   	 0.23
165 	 140 	 -7.96   	 0.16
170 	 140 	 -10.89   	 0.08
175 	 140 	 -16.56   	 0.02
180 	 140 	 -999.99   	 0.00
0 	 145 	 -999.99   	 0.00
5 	 145 	 -16.56   	 0.02
10 	 145 	 -10.89   	 0.08
15 	 145 	 -7.96   	 0.16
20 	 145 	 -6.34   	 0.23
25 	 145 	 -5.50   	 0.28
30 	 145 	 -4.97   	 0.32
35 	 145 	 -4.02   	 0.40
40 	 145 	 -2.18   	 0.61
45 	 145 	 0.09   	 1.02
50 	 145 	 2.08   	 1.61
55 	 145 	 3.40   	 2.19
60 	 145 	 3.89   	 2.45
65 	 145 	 3.39   	 2.18
70 	 145 	 1.74   	 1.49
75 	 145 	 -1.30   	 0.74
80 	 145 	 -5.67   	 0.27
85 	 145 	 -8.68   	 0.14
90 	 145 	 -8.75   	 0.13
95 	 145 	 -8.68   	 0.14
100 	 145 	 -5.67   	 0.27
105 	 145 	 -1.30   	 0.74
110 	 145 	 1.74   	 1.49
115 	 145 	 3.39   	 2.18
120 	 145 	 3.89   	 2.45
125 	 145 	 3.40   	 2.19
130 	 145 	 2.08   	 1.61
135 	 145 	 0.09   	 1.02
140 	 145 	 -2.18   	 0.61
145 	 145 	 -4.02   	 0.40
150 	 145 	 -4.97   	 0.32
155 	 145 	 -5.50   	 0.28
160 	 145 	 -6.34   	 0.23
165 	 145 	 -7.96   	 0.16
170 	 145 	 -10.89   	 0.08
175 	 145 	 -16.56   	 0.02
180 	 145 	 -999.99   	 0.00
0 	 150 	 -999.99   	 0.00
5 	 150 	 -16.56   	 0.02
10 	 150 	 -10.89   	 0.08
15 	 150 	 -7.96   	 0.16
20 	 150 	 -6.34   	 0.23
25 	 150 	 -5.50   	 0.28
30 	 150 	 -4.97   	 0.32
35 	 150 	 -4.02   	 0.40
40 	 150 	 -2.18   	 0.61
45 	 150 	 0.09   	 1.02
50 	 150 	 2.08   	 1.61
55 	 150 	 3.40   	 2.19
60 	 150 	 3.89   	 2.45
65 	 150 	 3.39   	 2.18
70 	 150 	 1.74   	 1.49
75 	 150 	 -1.30   	 0.74
80 	 150 	 -5.67   	 0.27
85 	 150 	 -8.68   	 0.14
90 	 150 	 -8.75   	 0.13
95 	 150 	 -8.68   	 0.14
100 	 150 	 -5.67   	 0.27
105 	 150 	 -1.30   	 0.74
110 	 150 	 1.74   	 1.49
115 	 150 	 3.39   	 2.18
120 	 150 	 3.89   	 2.45
125 	 150 	 3.40   	 2.19
130 	 150 	 2.08   	 1.61
135 	 150 	 0.09   	 1.02
140 	 150 	 -2.18   	 0.61
145 	 150 	 -4.02   	 0.40
150 	 150 	 -4.97   	 0.32
155 	 150 	 -5.50   	 0.28
160 	 150 	 -6.34   	 0.23
165 	 150 	 -7.96   	 0.16
170 	 150 	 -10.89   	 0.08
175 	 150 	 -16.56   	 0.02
180 	 150 	 -999.99   	 0.00
0 	 155 	 -999.99   	 0.00
5 	 155 	 -16.56   	 0.02
10 	 155 	 -10.89   	 0.08
15 	 155 	 -7.96   	 0.16
20 	 155 	 -6.34   	 0.23
25 	 155 	 -5.50   	 0.28
30 	 155 	 -4.97   	 0.32
35 	 155 	 -4.02   	 0.40
40 	 155 	 -2.18   	 0.61
45 	 155 	 0.09   	 1.02
50 	 155 	 2.08   	 1.61
55 	 155 	 3.40   	 2.19
60 	 155 	 3.89   	 2.45
65 	 155 	 3.39   	 2.18
70 	 155 	 1.74   	 1.49
75 	 155 	 -1.30   	 0.74
80 	 155 	 -5.67   	 0.27
85 	 155 	 -8.68   	 0.14
90 	 155 	 -8.75   	 0.13
95 	 155 	 -8.68   	 0.14
100 	 155 	 -5.67   	 0.27
105 	 155 	 -1.30   	 0.74
110 	 155 	 1.74   	 1.49
115 	 155 	 3.39   	 2.18
120 	 155 	 3.89   	 2.45
125 	 155 	 3.40   	 2.19
130 	 155 	 2.08   	 1.61
135 	 155 	 0.09   	 1.02
140 	 155 	 -2.18   	 0.61
145 	 155 	 -4.02   	 0.40
150 	 155 	 -4.97   	 0.32
155 	 155 	 -5.50   	 0.28
160 	 155 	 -6.34   	 0.23
165 	 155 	 -7.96   	 0.16
170 	 155 	 -10.89   	 0.08
175 	 155 	 -16.56   	 0.02
180 	 155 	 -999.99   	 0.00
0 	 160 	 -999.99   	 0.00
5 	 160 	 -16.56   	 0.02
10 	 160 	 -10.89   	 0.08
15 	 160 	 -7.96   	 0.16
20 	 160 	 -6.34   	 0.23
25 	 160 	 -5.50   	 0.28
30 	 160 	 -4.97   	 0.32
35 	 160 	 -4.02   	 0.40
40 	 160 	 -2.18   	 0.61
45 	 160 	 0.09   	 1.02
50 	 160 	 2.08   	 1.61
55 	 160 	 3.40   	 2.19
60 	 160 	 3.89   	 2.45
65 	 160 	 3.39   	 2.18
70 	 160 	 1.74   	 1.49
75 	 160 	 -1.30   	 0.74
80 	 160 	 -5.67   	 0.27
85 	 160 	 -8.68   	 0.14
90 	 160 	 -8.75   	 0.13
95 	 160 	 -8.68   	 0.14
100 	 160 	 -5.67   	 0.27
105 	 160 	 -1.30   	 0.74
110 	 160 	 1.74   	 1.49
115 	 160 	 3.39   	 2.18
120 	 160 	 3.89   	 2.45
125 	 160 	 3.40   	 2.19
130 	 160 	 2.08   	 1.61
135 	 160 	 0.09   	 1.02
140 	 160 	 -2.18   	 0.61
145 	 160 	 -4.02   	 0.40
150 	 160 	 -4.97   	 0.32
155 	 160 	 -5.50   	 0.28
160 	 160 	 -6.34   	 0.23
165 	 160 	 -7.96   	 0.16
170 	 160 	 -10.89   	 0.08
175 	 160 	 -16.56   	 0.02
180 	 160 	 -999.99   	 0.00
0 	 165 	 -999.99   	 0.00
5 	 165 	 -16.56   	 0.02
10 	 165 	 -10.89   	 0.08
15 	 165 	 -7.96   	 0.16
20 	 165 	 -6.34   	 0.23
25 	 165 	 -5.50   	 0.28
30 	 165 	 -4.97   	 0.32
35 	 165 	 -4.02   	 0.40
40 	 165 	 -2.18   	 0.61
45 	 165 	 0.09   	 1.02
50 	 165 	 2.08   	 1.61
55 	 165 	 3.40   	 2.19
60 	 165 	 3.89   	 2.45
65 	 165 	 3.39   	 2.18
70 	 165 	 1.74   	 1.49
75 	 165 	 -1.30   	 0.74
80 	 165 	 -5.67   	 0.27
85 	 165 	 -8.68   	 0.14
90 	 165 	 -8.75   	 0.13
95 	 165 	 -8.68   	 0.14
100 	 165 	 -5.67   	 0.27
105 	 165 	 -1.30   	 0.74
110 	 165 	 1.74   	 1.49
115 	 165 	 3.39   	 2.18
120 	 165 	 3.89   	 2.45
125 	 165 	 3.40   	 2.19
130 	 165 	 2.08   	 1.61
135 	 165 	 0.09   	 1.02
140 	 165 	 -2.18   	 0.61
145 	 165 	 -4.02   	 0.40
150 	 165 	 -4.97   	 0.32
155 	 165 	 -5.50   	 0.28
160 	 165 	 -6.34   	 0.23
165 	 165 	 -7.96   	 0.16
170 	 165 	 -10.89   	 0.08
175 	 165 	 -16.56   	 0.02
180 	 165 	 -999.99   	 0.00
0 	 170 	 -999.99   	 0.00
5 	 170 	 -16.56   	 0.02
10 	 170 	 -10.89   	 0.08
15 	 170 	 -7.96   	 0.16
20 	 170 	 -6.34   	 0.23
25 	 170 	 -5.50   	 0.28
30 	 170 	 -4.97   	 0.32
35 	 170 	 -4.02   	 0.40
40 	 170 	 -2.18   	 0.61
45 	 170 	 0.09   	 1.02
50 	 170 	 2.08   	 1.61
55 	 170 	 3.40   	 2.19
60 	 170 	 3.89   	 2.45
65 	 170 	 3.39   	 2.18
70 	 170 	 1.74   	 1.49
75 	 170 	 -1.30   	 0.74
80 	 170 	 -5.67   	 0.27
85 	 170 	 -8.68   	 0.14
90 	 170 	 -8.75   	 0.13
95 	 170 	 -8.68   	 0.14
100 	 170 	 -5.67   	 0.27
105 	 170 	 -1.30   	 0.74
110 	 170 	 1.74   	 1.49
115 	 170 	 3.39   	 2.18
120 	 170 	 3.89   	 2.45
125 	 170 	 3.40   	 2.19
130 	 170 	 2.08   	 1.61
135 	 170 	 0.09   	 1.02
140 	 170 	 -2.18   	 0.61
145 	 170 	 -4.02   	 0.40
150 	 170 	 -4.97   	 0.32
155 	 170 	 -5.50   	 0.28
160 	 170 	 -6.34   	 0.23
165 	 170 	 -7.96   	 0.16
170 	 170 	 -10.89   	 0.08
175 	 170 	 -16.56   	 0.02
180 	 170 	 -999.99   	 0.00
0 	 175 	 -999.99   	 0.00
5 	 175 	 -16.56   	 0.02
10 	 175 	 -10.89   	 0.08
15 	 175 	 -7.96   	 0.16
20 	 175 	 -6.34   	 0.23
25 	 175 	 -5.50   	 0.28
30 	 175 	 -4.97   	 0.32
35 	 175 	 -4.02   	 0.40
40 	 175 	 -2.18   	 0.61
45 	 175 	 0.09   	 1.02
50 	 175 	 2.08   	 1.61
55 	 175 	 3.40   	 2.19
60 	 175 	 3.89   	 2.45
65 	 175 	 3.39   	 2.18
70 	 175 	 1.74   	 1.49
75 	 175 	 -1.30   	 0.74
80 	 175 	 -5.67   	 0.27
85 	 175 	 -8.68   	 0.14
90 	 175 	 -8.75   	 0.13
95 	 175 	 -8.68   	 0.14
100 	 175 	 -5.67   	 0.27
105 	 175 	 -1.30   	 0.74
110 	 175 	 1.74   	 1.49
115 	 175 	 3.39   	 2.18
120 	 175 	 3.89   	 2.45
125 	 175 	 3.40   	 2.19
130 	 175 	 2.08   	 1.61
135 	 175 	 0.09   	 1.02
140 	 175 	 -2.18   	 0.61
145 	 175 	 -4.02   	 0.40
150 	 175 	 -4.97   	 0.32
155 	 175 	 -5.50   	 0.28
160 	 175 	 -6.34   	 0.23
165 	 175 	 -7.96   	 0.16
170 	 175 	 -10.89   	 0.08
175 	 175 	 -16.56   	 0.02
180 	 175 	 -999.99   	 0.00
0 	 180 	 -999.99   	 0.00
5 	 180 	 -16.56   	 0.02
10 	 180 	 -10.89   	 0.08
15 	 180 	 -7.96   	 0.16
20 	 180 	 -6.34   	 0.23
25 	 180 	 -5.50   	 0.28
30 	 180 	 -4.97   	 0.32
35 	 180 	 -4.02   	 0.40
40 	 180 	 -2.18   	 0.61
45 	 180 	 0.09   	 1.02
50 	 180 	 2.08   	 1.61
55 	 180 	 3.40   	 2.19
60 	 180 	 3.89   	 2.45
65 	 180 	 3.39   	 2.18
70 	 180 	 1.74   	 1.49
75 	 180 	 -1.30   	 0.74
80 	 180 	 -5.67   	 0.27
85 	 180 	 -8.68   	 0.14
90 	 180 	 -8.75   	 0.13
95 	 180 	 -8.68   	 0.14
100 	 180 	 -5.67   	 0.27
105 	 180 	 -1.30   	 0.74
110 	 180 	 1.74   	 1.49
115 	 180 	 3.39   	 2.18
120 	 180 	 3.89   	 2.45
125 	 180 	 3.40   	 2.19
130 	 180 	 2.08   	 1.61
135 	 180 	 0.09   	 1.02
140 	 180 	 -2.18   	 0.61
145 	 180 	 -4.02   	 0.40
150 	 180 	 -4.97   	 0.32
155 	 180 	 -5.50   	 0.28
160 	 180 	 -6.34   	 0.23
165 	 180 	 -7.96   	 0.16
170 	 180 	 -10.89   	 0.08
175 	 180 	 -16.56   	 0.02
180 	 180 	 -999.99   	 0.00
0 	 185 	 -999.99   	 0.00
5 	 185 	 -16.56   	 0.02
10 	 185 	 -10.89   	 0.08
15 	 185 	 -7.96   	 0.16
20 	 185 	 -6.34   	 0.23
25 	 185 	 -5.50   	 0.28
30 	 185 	 -4.97   	 0.32
35 	 185 	 -4.02   	 0.40
40 	 185 	 -2.18   	 0.61
45 	 185 	 0.09   	 1.02
50 	 185 	 2.08   	 1.61
55 	 185 	 3.40   	 2.19
60 	 185 	 3.89   	 2.45
65 	 185 	 3.39   	 2.18
70 	 185 	 1.74   	 1.49
75 	 185 	 -1.30   	 0.74
80 	 185 	 -5.67   	 0.27
85 	 185 	 -8.68   	 0.14
90 	 185 	 -8.75   	 0.13
95 	 185 	 -8.68   	 0.14
100 	 185 	 -5.67   	 0.27
105 	 185 	 -1.30   	 0.74
110 	 185 	 1.74   	 1.49
115 	 185 	 3.39   	 2.18
120 	 185 	 3.89   	 2.45
125 	 185 	 3.40   	 2.19
130 	 185 	 2.08   	 1.61
135 	 185 	 0.09   	 1.02
140 	 185 	 -2.18   	 0.61
145 	 185 	 -4.02   	 0.40
150 	 185 	 -4.97   	 0.32
155 	 185 	 -5.50   	 0.28
160 	 185 	 -6.34   	 0.23
165 	 185 	 -7.96   	 0.16
170 	 185 	 -10.89   	 0.08
175 	 185 	 -16.56   	 0.02
180 	 185 	 -999.99   	 0.00
